source code,name,Canadian Heritage region code,"Canadian Heritage region name, english","Canadian Heritage region name, french",province code,"province name, english","province name, french",economic region code,"economic region name, english","economic region name, french",census division code,"census division name, english","census division name, french",census subdivision code,census subdivision name,dissemination area code,census metropolitan area code,census metropolitan area name,census metropolitan area type,Statistical Area Classification (SAC) type,Statistical Area Classification (SAC) code,latitude,longitude
59_079_02,Ecole Cobble Hill Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5919,Cowichan Valley,Cowichan Valley,5919049,Cowichan Valley C,59190185,0,0,0,4,996,48.688055,-123.597578
59_079_03,Ecole Mount Prevost Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5910,Vancouver Island and Coast,Ile de Vancouver et la cìte,cd5919,Cowichan Valley,Cowichan Valley,5919008,North Cowichan,59190244,59937,Duncan,ca with no census tracts,3,937,48.795051,-123.736154
59_037_08,Burnsview Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152124,59933,Vancouver,cma,1,933,49.137829,-122.912511
59_037_07,Chalmers Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152124,59933,Vancouver,cma,1,933,49.139719,-122.906681
59_037_04,Cliff Drive Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152730,59933,Vancouver,cma,1,933,49.024821,-123.084402
59_037_05,Devon Gardens Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152140,59933,Vancouver,cma,1,933,49.165276,-122.915012
59_037_01,Ladner Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152726,59933,Vancouver,cma,1,933,49.082657,-123.086237
59_037_02,Richardson Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152167,59933,Vancouver,cma,1,933,49.154522,-122.908674
59_037_09,South Delta Secondary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152743,59933,Vancouver,cma,1,933,49.003168,-123.07574
59_037_06,South Park Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152749,59933,Vancouver,cma,1,933,49.015938,-123.07022
59_037_03,Sunshine Hills Elementary,pch05,Western Region,RÇgion de l'Ouest,pr59,British Columbia,Colombie-Britannique,er5920,Lower Mainland - Southwest,Lower Mainland - Sud-ouest,cd5915,Greater Vancouver,Greater Vancouver,5915011,Delta,59152265,59933,Vancouver,cma,1,933,49.123734,-122.910111
35_B66150_010081,Alexandra Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526053,St. Catharines,35260445,35539,St. Catharines - Niagara,cma,1,539,43.168646,-79.249208
35_B66150_094978,Central Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526065,Grimsby,35260321,35537,Hamilton,cma,1,537,43.195701,-79.56647
35_B66150_131890,Dalewood Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526053,St. Catharines,35260544,35539,St. Catharines - Niagara,cma,1,539,43.199268,-79.239101
35_B66150_221856,Gordon Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526032,Welland,35260166,35539,St. Catharines - Niagara,cma,1,539,43.00384,-79.274917
35_B66150_283991,John Marshall Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526043,Niagara Falls,35260035,35539,St. Catharines - Niagara,cma,1,539,43.115701,-79.10286
35_B66150_304921,Lakeview Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526065,Grimsby,35260320,35537,Hamilton,cma,1,537,43.201246,-79.56094
35_B66150_352500,McKay Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526011,Port Colborne,35260205,35539,St. Catharines - Niagara,cma,1,539,42.888855,-79.257395
35_B66150_414514,Oakridge Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526053,St. Catharines,35260459,35539,St. Catharines - Niagara,cma,1,539,43.136401,-79.242659
35_B66150_436615,Parliament Oak Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526014,Wainfleet,35260792,35539,St. Catharines - Niagara,cma,1,539,42.86896,-79.35083
35_B66150_456110,Prince Philip Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526043,Niagara Falls,35260047,35539,St. Catharines - Niagara,cma,1,539,43.126722,-79.112336
35_B66150_457540,Princess Elizabeth Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526032,Welland,35260259,35539,St. Catharines - Niagara,cma,1,539,42.985008,-79.233067
35_B66150_464694,Queen Mary Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526053,St. Catharines,35260444,35539,St. Catharines - Niagara,cma,1,539,43.174305,-79.248739
35_B66150_510530,William Hamilton Merritt Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3550,Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,cd3526,Niagara,Niagara,3526053,St. Catharines,35260658,35539,St. Catharines - Niagara,cma,1,539,43.188142,-79.257901
35_B28002_045578,Bertha Shaw Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560261,35586,Timmins,ca with no census tracts,3,586,48.49777,-81.195861
35_B28002_097969,Central School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3554,Timiskaming,Timiskaming,3554068,Kirkland Lake,35540084,0,0,0,6,998,48.152194,-80.029412
35_B28002_902292,Cochrane High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556042,Cochrane,35560193,0,0,0,6,998,49.06715,-80.997289
35_B28002_114073,Cochrane Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556042,Cochrane,35560193,0,0,0,6,998,49.06715,-80.997289
35_B28002_221554,Golden Avenue Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560261,35586,Timmins,ca with no census tracts,3,586,48.49777,-81.195861
35_B28002_076104,Iroquois Falls Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556031,Iroquois Falls,35560269,0,0,0,5,997,48.761037,-80.696077
35_B28002_918288,Iroquois Falls Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556031,Iroquois Falls,35560269,0,0,0,5,997,48.761037,-80.696077
35_B28002_347957,Joseph H Kennedy Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556014,Black River-Matheson,35560266,0,0,0,5,997,48.572435,-80.668748
35_B28002_919063,Kapuskasing District High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556066,Kapuskasing,35560309,0,0,0,6,998,49.420112,-82.43411
35_B28002_296600,Kirkland Lake District Composite Elementary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3554,Timiskaming,Timiskaming,3554068,Kirkland Lake,35540092,0,0,0,6,998,48.158557,-80.084118
35_B28002_920363,Kirkland Lake District Composite Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3554,Timiskaming,Timiskaming,3554068,Kirkland Lake,35540092,0,0,0,6,998,48.158557,-80.084118
35_B28002_384224,New Liskeard Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3554,Timiskaming,Timiskaming,3554020,Temiskaming Shores,35540110,35584,Temiskaming Shores,ca with no census tracts,3,584,47.523635,-79.723113
35_B28002_468371,R Ross Beattie Senior Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560239,35586,Timmins,ca with no census tracts,3,586,48.513868,-81.213079
35_B28002_943509,Roland Michener Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560261,35586,Timmins,ca with no census tracts,3,586,48.49777,-81.195861
35_B28002_270291,Timmins Centennial Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560281,35586,Timmins,ca with no census tracts,3,586,48.464504,-81.33659
35_B28002_948578,Timmins High and Vocational School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3590,Northeast,Nord-est,cd3556,Cochrane,Cochrane,3556027,Timmins,35560287,35586,Timmins,ca with no census tracts,3,586,48.47396,-81.335182
35_B67083_703222,Divine Mercy School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521005,Mississauga,35211513,35535,Toronto,cma,1,535,43.559856,-79.725423
35_B67083_747882,Our Lady of Providence Elementary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521010,Brampton,35211587,35535,Toronto,cma,1,535,43.742256,-79.759479
35_B67083_770620,St Angela Merici Catholic Elementary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521010,Brampton,35211913,35535,Toronto,cma,1,535,43.695087,-79.810387
35_B67083_789143,St Elizabeth Seton School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521005,Mississauga,35212111,35535,Toronto,cma,1,535,43.577214,-79.740897
35_B67083_773492,St Gertrude School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521005,Mississauga,35210267,35535,Toronto,cma,1,535,43.601751,-79.675072
35_B67083_801178,St Joachim Separate School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521010,Brampton,35210059,35535,Toronto,cma,1,535,43.71342,-79.765266
35_B67083_750298,St Margaret of Scotland School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521005,Mississauga,35210457,35535,Toronto,cma,1,535,43.535302,-79.677444
35_B67083_846473,St Pio of Pietrelcina Elementary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3521,Peel,Peel,3521005,Mississauga,35211943,35535,Toronto,cma,1,535,43.607886,-79.640981
35_B67105_685984,All Saints Catholic Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35180825,35532,Oshawa,cma,1,532,43.894708,-78.965602
35_B67105_718220,Father Fenelon Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518001,Pickering,35180461,35535,Toronto,cma,1,535,43.818839,-79.082872
35_B67105_733040,Mother Teresa Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35180910,35535,Toronto,cma,1,535,43.87669,-79.030216
35_B67105_784133,St Christopher Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518013,Oshawa,35180202,35532,Oshawa,cma,1,532,43.904331,-78.884874
35_B67105_789178,St Elizabeth Seton Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518001,Pickering,35180840,35535,Toronto,cma,1,535,43.824184,-79.131951
35_B67105_798460,St James Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35180560,35535,Toronto,cma,1,535,43.826059,-79.014553
35_B67105_805327,St John the Evangelist Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35180286,35532,Oshawa,cma,1,532,43.878429,-78.956914
35_B67105_818844,St Leo Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35181147,35532,Oshawa,cma,1,532,43.965205,-78.950357
35_B67105_823015,St Mark the Evangelist Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35180303,35532,Oshawa,cma,1,532,43.91156,-78.921006
35_B67105_840696,St Patrick Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35180385,35535,Toronto,cma,1,535,43.865972,-79.057145
35_B67105_854980,St Thomas Aquinas Catholic School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518013,Oshawa,35180172,35532,Oshawa,cma,1,532,43.8828,-78.873058
35_B66060_890855,Ajax High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35181052,35535,Toronto,cma,1,535,43.844629,-79.01514
35_B66060_179554,Brooklin Village Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35181154,35532,Oshawa,cma,1,532,43.96919,-78.953293
35_B66060_073547,Cadarackque Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35180356,35535,Toronto,cma,1,535,43.861035,-79.010239
35_B66060_082686,Captain Michael VandenBos Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35180825,35532,Oshawa,cma,1,532,43.900268,-78.970202
35_B66060_206253,Frenchman's Bay Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518001,Pickering,35180467,35535,Toronto,cma,1,535,43.813999,-79.100321
35_B66060_446033,Julie Payette,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35180259,35532,Oshawa,cma,1,532,43.885351,-78.933866
35_B66060_350508,McCaskill's Mills Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3519,York,York,3519070,Georgina,35190004,35535,Toronto,cma,1,535,44.336795,-79.215248
35_B66060_935310,Pickering High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35181040,35535,Toronto,cma,1,535,43.857956,-79.057128
35_B66060_936227,Port Perry High School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518020,Scugog,35180043,0,0,0,4,996,44.102739,-78.951449
35_B66060_451177,R H Cornish Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518020,Scugog,35180043,0,0,0,4,996,44.099904,-78.951616
35_B66060_937525,R S Mclaughlin Collegiate and Vocational Institute,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518013,Oshawa,35180207,35532,Oshawa,cma,1,532,43.907374,-78.889702
35_B66060_201258,Romeo Dallaire Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35181078,35535,Toronto,cma,1,535,43.891608,-79.017231
35_B66060_941603,Sinclair Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518009,Whitby,35181095,35532,Oshawa,cma,1,532,43.918822,-78.942038
35_B66060_515523,Sir John A Macdonald Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518001,Pickering,35180546,35535,Toronto,cma,1,535,43.821603,-79.076704
35_B66060_526673,Southwood Park Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518005,Ajax,35180568,35535,Toronto,cma,1,535,43.832973,-79.007339
35_B66060_566870,Uxbridge Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518029,Uxbridge,35180026,35535,Toronto,cma,1,535,44.098898,-79.135317
35_B66060_948969,Uxbridge Secondary School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518029,Uxbridge,35180038,35535,Toronto,cma,1,535,44.109323,-79.112646
35_B66060_093700,Walter E Harris Public School,pch03,Ontario,Ontario,pr35,Ontario,Ontario,er3530,Toronto,Toronto,cd3518,Durham,Durham,3518013,Oshawa,35180798,35532,Oshawa,cma,1,532,43.914065,-78.855005
10_400_248,Amalgamated Academy,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1010,Avalon Peninsula,Avalon Peninsula,cd1001,Division No. 1,Division No. 1,1001409,Bay Roberts,10010542,10005,Bay Roberts,ca with no census tracts,3,5,47.583906,-53.320543
10_400_249,Ascension Collegiate,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1010,Avalon Peninsula,Avalon Peninsula,cd1001,Division No. 1,Division No. 1,1001409,Bay Roberts,10010542,10005,Bay Roberts,ca with no census tracts,3,5,47.583906,-53.320543
10_400_320,Beachy Cove Elementary,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1010,Avalon Peninsula,Avalon Peninsula,cd1001,Division No. 1,Division No. 1,1001504,Portugal Cove-St. Philip's,10010771,10001,St. John's,cma,1,1,47.618328,-52.811121
10_400_324,Beaconsfield Junior High,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1010,Avalon Peninsula,Avalon Peninsula,cd1001,Division No. 1,Division No. 1,1001519,St. John's,10010490,10001,St. John's,cma,1,1,47.529622,-52.743352
10_400_326,Bishop Feild Elementary,pch01,Atlantic Region,RÇgion de l'Atlantique,pr10,Newfoundland and Labrador,Terre-Neuve et Labrador,er1010,Avalon Peninsula,Avalon Peninsula,cd1001,Division No. 1,Division No. 1,1001519,St. John's,10010296,10001,St. John's,cma,1,1,47.569513,-52.705778
